dataset,model,best_threshold,accuracy,precision,recall,f1,roc_auc,pr_auc
CM1,Random Forest + SMOTE,0.3,0.6865671641791045,0.2307692307692307,0.8571428571428571,0.3636363636363636,0.8035714285714286,0.3398026404237584
